Record_ID,Department,Region,Month,Operational_Hours,Downtime_Hours,Maintenance_Cost_USD,Labor_Cost_USD,Material_Cost_USD,Energy_Cost_USD,Forecasted_Total_Cost_USD
REC009445,Assembly,Shanghai,2024-02,156.3,2.8,14300.85,4350.15,1865.9,1135.2,22544.340096975116
REC009446,Logistics,Fremont,2024-12,159.7,3.7,10724.04,5649.68,5123.42,1921.68,23307.62009639511
REC009447,Paint,Austin,2024-10,155.9,5.2,12446.43,7894.64,3422.63,2108.39,26944.04986334284
REC009448,Battery,Austin,2024-05,160.9,5.9,13056.6,5803.99,2103.22,2128.55,27652.872850055883
REC009449,Logistics,Berlin,2023-11,138.5,4.7,11685.32,6227,2210.09,2599.83,25493.24786481388
REC009450,Paint,Fremont,2024-04,180,6.3,8507.92,4687.17,1815.26,2766.93,16816.180540552203
REC009451,Assembly,Shanghai,2023-06,152.3,3.5,15814.59,4764.6,3090.36,2113.83,24298.829998616464
REC009452,Body,Shanghai,2023-11,148.4,4.2,11589.96,1636.01,2207.13,1992.3,17386.07744238093
REC009453,Body,Austin,2023-10,171.4,6.3,5965.68,2653.95,2456.35,851.46,13552.941766849755
REC009454,Battery,Shanghai,2024-11,148.4,4.3,10580.01,7804.24,4127.88,1713.57,26173.272238046215
REC009455,Body,Austin,2023-09,162,2.4,16776.71,5789.22,2113.39,2863.97,30773.14630188021
REC009456,Paint,Austin,2024-12,148.4,9.5,15616.31,6028.06,3024.35,1331.78,23560.777950673328
REC009457,Battery,Berlin,2024-12,157,6.9,12825.92,4404.04,2386.45,2730.57,22892.912444035566
REC009458,Logistics,Fremont,2024-03,157.1,5.3,14541.53,5111.29,2996.46,1138.4,29022.769929762813
REC009459,Assembly,Austin,2023-07,152.5,6.8,16243.81,5873.44,2848.56,2374.9,25835.040940393188
REC009460,Battery,Austin,2024-06,168.8,5.8,12342.07,7051.91,2628.97,2195.14,22783.87807284708
REC009461,Logistics,Austin,2023-01,174.2,1.8,15182.53,6765.15,4183.96,1449.66,25400.735211932293
REC009462,Battery,Berlin,2024-03,152.3,5.3,9616.04,4905.91,4023.45,200,21319.33844079152
REC009463,Chassis,Austin,2023-02,161.3,3.6,8803.15,6216.51,1281.69,2077.05,15593.80905378424
REC009464,Chassis,Fremont,2024-10,146.8,5.2,12051.84,5155.82,382.05,1955.87,18710.174390385073
REC009465,Battery,Fremont,2023-02,161.1,5.8,14219.24,5708.57,4216.38,2528.1,28039.097484306185
REC009466,Body,Shanghai,2023-10,168.2,6.9,15779.7,6710.17,2860.49,2185,26540.57423540229
REC009467,Chassis,Fremont,2024-08,161.1,3,11705.35,6259.14,3034.23,1224.88,22103.063927333256
REC009468,Assembly,Shanghai,2024-03,154.3,3.1,9520.93,4333.77,4375.62,1145.14,20194.46064742742
REC009469,Logistics,Fremont,2023-10,157.4,4.1,18484.26,5986.5,2092.15,3495.88,31344.35908375134
REC009470,Paint,Shanghai,2024-07,155.2,7.9,11429.54,7976.27,3072.01,1987.67,25551.09852905136
REC009471,Chassis,Austin,2024-10,157.9,4.3,8986.54,2766.12,3009.54,1812.9,17525.14525873301
REC009472,Battery,Berlin,2024-01,153.5,6.1,13738,5004.85,4112.11,1798.01,25778.596191139124
REC009473,Body,Berlin,2024-12,161.7,4.9,22123.96,3503.14,3035.75,2256.43,35189.902975154735
REC009474,Paint,Berlin,2023-11,148,4.2,12279.81,5204.28,2652.66,2214.13,20188.689627451837
REC009475,Logistics,Austin,2024-10,132.1,5.3,12232.43,6133.26,2378.16,1035.62,22088.51075
REC009476,Logistics,Berlin,2023-02,170.7,6.6,14266.98,4077.84,3404.98,1128.66,19697.72280828176
REC009477,Chassis,Fremont,2024-09,159.4,6.3,14811.4,3609.49,2583.94,3100.96,21456.82778602873
REC009478,Logistics,Shanghai,2024-01,161.2,2.6,8480.26,7342.79,1252.83,2247.4,20111.40420132679
REC009479,Logistics,Austin,2024-10,152.5,5.7,16471.4,5634.25,3089.2,1508.27,26354.51860709573
REC009480,Body,Berlin,2024-10,155.7,8.3,11642.26,6574.03,342.96,977.66,19638.77138819217
REC009481,Body,Fremont,2024-09,149.3,5.6,12199.77,6318.72,4146.03,1468.83,27073.184481736404
REC009482,Body,Fremont,2023-01,171.8,7.3,8607.86,3681.54,1951.43,1010.99,16318.05777213269
REC009483,Battery,Austin,2023-05,155,8.5,11025.8,6538.31,3436.77,1464.23,21033.702729912275
REC009484,Logistics,Austin,2024-09,144.6,5.3,16273.98,4186.65,3828.43,2312.83,25776.83937348267
REC009485,Logistics,Berlin,2024-10,166.8,4.9,15439.8,3954.5,3823.44,2748.79,27745.11258080108
REC009486,Logistics,Shanghai,2023-07,171.4,5.9,13376.69,6537.51,4791.35,1845.26,21484.028812345285
REC009487,Assembly,Berlin,2024-01,158.2,7.6,4586.48,2859.06,2572.27,1455.69,10471.440879457987
REC009488,Body,Berlin,2024-01,175.1,4.7,9847.24,3338.61,3467.13,1619.55,18477.417450928326
REC009489,Paint,Austin,2024-08,162.9,2.7,13307.29,4287.93,3022.97,1419.64,22746.711073925773
REC009490,Chassis,Berlin,2024-11,158.7,5.7,10713.28,2491.28,2994.3,307.34,17274.425607231395
REC009491,Paint,Berlin,2024-09,159.1,6.9,13968.26,5103.54,3143.76,1597.52,25849.52618436531
REC009492,Battery,Shanghai,2023-06,165,5.8,14394.28,4209.51,2109.44,2110.02,26011.790603710193
REC009493,Battery,Fremont,2024-08,170.8,5.9,16218.41,5398.82,3644.39,2316.48,28065.112374800257
REC009494,Logistics,Fremont,2023-12,165.2,4.9,6590.29,7829.42,2581.03,3353.04,18590.046036011183
REC009495,Paint,Shanghai,2023-08,162.6,4.5,10894.44,3183.41,4176.81,2050.37,20148.566695365043
REC009496,Logistics,Fremont,2023-09,160.7,7.5,9696.69,2896.93,3023.99,2499.48,16812.900386370635
REC009497,Assembly,Berlin,2024-06,167,1.4,10306.77,4320.68,3192.98,1695.25,18708.67764617483
REC009498,Battery,Shanghai,2023-11,153.6,5.2,11760.84,3735.96,3620.58,1935.54,21417.418603460996
REC009499,Battery,Shanghai,2024-08,144.9,3,12735.2,4991.92,2584.91,2271.75,27012.540654661065
REC009500,Paint,Austin,2023-11,161.9,4.9,13969.5,7433.9,1252.49,2237.06,25179.12232452384
REC009501,Battery,Fremont,2024-12,149.9,5.5,9682.73,7689.21,4442.85,3174.1,21579.920620185596
REC009502,Assembly,Austin,2024-12,145.1,6,11034.59,4231.99,4257.49,2267.24,19459.97358277472
REC009503,Assembly,Berlin,2024-03,176.2,5.3,12378.07,3595.9,2806.8,3579.48,26321.259587789074
REC009504,Assembly,Shanghai,2023-09,126.8,7.8,12211.92,3628.67,2440.24,1727.48,23337.028633251808
REC009505,Chassis,Berlin,2023-03,166.2,5.2,10291.4,5529.49,944.24,200,14648.131422905282
REC009506,Assembly,Fremont,2024-05,149.3,2.9,10150.56,4943.77,3407.1,3264.94,25719.411944256586
REC009507,Assembly,Austin,2024-05,152,7.1,11418.33,5117.56,1761.57,1689.07,21786.223177611308
REC009508,Chassis,Fremont,2023-03,164.3,5.7,7565.42,4194.61,3298.48,2310.62,13614.98691068919
REC009509,Logistics,Berlin,2024-07,183.3,3.1,8105.28,5250.83,2916.6,3264.3,20143.504565635638
REC009510,Body,Austin,2023-09,167,6.5,11449.7,7927.93,2755.39,1452.83,20825.641359660567
REC009511,Battery,Fremont,2024-05,149.8,3.9,12223.93,6951.52,2777.57,2027.76,21138.405920941706
REC009512,Assembly,Berlin,2024-11,159.5,6.9,15517.77,8562.66,3031.04,2187.98,29277.88352394415
REC009513,Battery,Fremont,2024-06,157.1,2.5,7189.28,5161.12,1410.91,2334.06,15043.845192041188
REC009514,Paint,Shanghai,2024-11,139.3,4.7,13319.09,3229.96,4219.47,4090.22,23584.256643186687
REC009515,Battery,Austin,2024-03,160.6,5.9,16224.34,1840.46,2435.53,2105.6,26705.666337351227
REC009516,Logistics,Austin,2023-01,153.3,2.9,12854.26,5912.95,2680.62,1686.36,22283.196223269133
REC009517,Chassis,Austin,2023-10,167.4,6,9970.02,2848.18,1900.13,2789.11,16444.826112699746
REC009518,Battery,Shanghai,2023-08,156.9,7.1,10976,7625.38,3387.29,1092.78,22045.65657248472
REC009519,Battery,Austin,2023-10,175.5,4.6,17450.55,5020.11,3158.3,3467.06,34592.1807
REC009520,Battery,Shanghai,2023-02,163.5,5.8,15372.33,4587.92,896.72,2034.48,24604.324707766857
REC009521,Body,Austin,2024-07,162.1,3.4,10070.16,4958.47,3653.46,1494.17,20434.139162072042
REC009522,Body,Fremont,2024-02,179.7,10.7,9715.62,5372.56,4584.88,1909.96,22735.189213567308
REC009523,Paint,Fremont,2023-08,163,5,13216.27,6392.87,2830.35,393.81,20464.86572590674
REC009524,Chassis,Fremont,2024-07,176.4,5.7,13364.38,4886.28,1300.8,755.36,25526.081675444104
REC009525,Battery,Fremont,2023-01,148.7,4.5,16238.69,5256.63,2376.33,1739,25023.575062591524
REC009526,Battery,Shanghai,2024-04,139.8,3.7,11380.02,5801.35,1822.88,2465.68,25412.033617606703
REC009527,Battery,Berlin,2024-12,162.2,6.9,7506.55,5305,3556.03,992.15,18370.21784
REC009528,Battery,Berlin,2024-03,172,0.2,11178.2,2716.6,2700.86,1648.03,18318.263189979007
REC009529,Body,Fremont,2024-08,148.5,1.4,10556.16,4258.33,3161.06,2413.32,20851.51944401044
REC009530,Logistics,Berlin,2024-12,155.6,5.6,3865.93,6654.43,4468.23,2425.38,17402.318489384426
REC009531,Logistics,Berlin,2023-05,143.2,4.3,11174.41,7601.55,3344.39,1579.55,25609.25330482795
REC009532,Paint,Austin,2023-03,159.7,6.7,14876.17,7415.31,1801.66,2488.43,26947.553838987304
REC009533,Assembly,Shanghai,2024-05,159.9,4,14245.31,5850.5,2667.58,1851.46,23238.380432869264
REC009534,Chassis,Fremont,2023-10,166.1,1.7,11025.62,4381.24,2895.52,2059.51,21013.434411665585
REC009535,Logistics,Berlin,2023-05,155,4.9,10721.6,7070.71,1902.99,1722.18,22495.106548106323
REC009536,Battery,Berlin,2023-11,157.3,4.5,10439.65,4499.72,3849.47,2456.79,21517.808619928586
REC009537,Logistics,Fremont,2023-06,166.3,2.8,10376.26,4293.84,3719.88,2079.72,18048.72646787511
REC009538,Paint,Austin,2023-04,162.2,6.6,14416.69,5674.76,1831.66,1615.88,20296.137133128952
REC009539,Assembly,Fremont,2023-07,164,5.7,16065.17,1374.5,2608.87,2198.06,22314.707693583594
REC009540,Logistics,Austin,2024-07,168.5,3,14260.75,5055.87,3666.49,2897.2,23228.46269250341
REC009541,Paint,Berlin,2023-07,167.3,1.9,9822.56,5093.3,3366.04,200,20339.318285392408
REC009542,Body,Shanghai,2024-02,181.1,5.7,9551.58,4790.17,3263.38,2174.64,18305.373781682094
REC009543,Assembly,Austin,2024-05,164.4,3.1,16384.15,4772.09,2075.48,1232.82,26090.79076
REC009544,Paint,Austin,2024-11,164.5,3.1,12244.48,7247.56,2289.46,1093.21,20995.711570128056
REC009545,Logistics,Fremont,2024-05,157,4.8,9798.04,2562.97,1750.32,623.04,15690.818008691398
REC009546,Body,Berlin,2024-01,160.6,5.1,12276.74,5654.5,2359.51,2194.44,22184.22110833798
REC009547,Paint,Shanghai,2023-01,147.2,6,7984.12,5960.7,2040.29,2307.62,20053.715164488203
REC009548,Paint,Fremont,2023-02,153.8,7.1,8463.08,7457.92,5556.82,2805.13,24728.01681107513
REC009549,Logistics,Fremont,2024-06,171.3,4.1,10163.68,5500.46,4209.15,1705.6,21029.46319986495
REC009550,Assembly,Shanghai,2023-04,144.5,6.2,14685.48,5777.32,3915.47,3167.83,28430.57212760256
REC009551,Body,Berlin,2024-01,174,4.7,11140.1,4981.39,4271.66,2098.77,19764.07855675062
REC009552,Battery,Shanghai,2023-01,157,7.4,14090.75,5474.21,4234.95,1365.82,28822.99740607827
REC009553,Chassis,Fremont,2023-04,150.9,3.3,12539.83,5019.4,2153.07,2110.12,20777.271816461984
REC009554,Assembly,Fremont,2023-02,157.2,6,7865.53,3206.48,3713.78,811.97,15438.059942121541
REC009555,Body,Austin,2023-04,165.9,3.3,16724.65,5447.35,2832.16,2171.87,25719.596194471655
REC009556,Paint,Shanghai,2024-04,160.9,3.2,8363.04,5369.2,1829.59,1760.9,18590.794187775904
REC009557,Body,Shanghai,2023-04,179.1,4.1,10244,4130.16,3504.59,3165.27,22043.32836369374
REC009558,Chassis,Shanghai,2023-09,164.4,0.8,10582.45,5386.44,3323.67,1290.17,23528.73442479332
REC009559,Logistics,Fremont,2024-05,165.1,7,14392.42,6936.32,2547.99,200,21842.278758905795
REC009560,Chassis,Berlin,2024-09,165.4,3.3,10130.31,4546.02,3299.56,1488.53,18492.26227369194
REC009561,Battery,Fremont,2024-11,161.4,4.1,9384.46,7595.43,3005.01,1758.5,20673.349282062947
REC009562,Battery,Austin,2024-08,157.6,3.1,14558.4,7236.61,2999.66,341.91,27559.263193564435
REC009563,Chassis,Fremont,2024-09,161,6.9,11162.15,3873.38,4425.77,1067.72,21325.733552984602
REC009564,Assembly,Fremont,2023-02,162.3,5.5,13907.94,4175.09,4024.43,2380.85,21338.94068900947
REC009565,Assembly,Fremont,2023-03,159.5,6.1,19241.72,4734.87,508.17,1913.94,29505.081041437636
REC009566,Paint,Austin,2024-11,172.6,5.3,10686.29,3090.39,1731.53,3283.49,17924.6969
REC009567,Battery,Shanghai,2024-03,171.5,5.3,13320.22,3605.49,2765.49,1617.91,20333.078367164417
REC009568,Paint,Berlin,2023-07,148.2,5.7,8337.43,1710.31,4380.9,3628.48,18631.014806059215
REC009569,Battery,Berlin,2023-04,169.7,6.9,10246.49,5960.95,532.64,1662.23,19700.341708432272
REC009570,Chassis,Austin,2023-12,159.8,2.7,12907.76,6109.79,2963.3,1340.46,24595.49047897414
REC009571,Assembly,Shanghai,2023-01,157,3.9,16303.29,2660.78,3420.76,1287.24,22012.10433844988
REC009572,Assembly,Shanghai,2024-05,167.1,2.9,7366.76,2721.61,2633.74,801.78,13709.973894210862
REC009573,Chassis,Austin,2023-04,162.8,6.2,13144.44,4895.79,2287.87,2806.02,26615.494318980036
REC009574,Paint,Fremont,2023-04,151,5.9,8579.03,5125.73,1997.1,1165.25,16727.53548516115
REC009575,Paint,Shanghai,2024-10,168.1,6.4,11127.87,6887.11,1297.57,3158.79,24249.622882301745
REC009576,Body,Berlin,2024-11,159.1,0,10299.16,3977.32,3908.58,2488.18,18075.457852325428
REC009577,Battery,Austin,2023-09,167.9,4.1,9726.58,4000.24,2973.63,2293,20531.942688125007
REC009578,Paint,Berlin,2024-09,159.9,0.2,12528.23,5169.58,4424.21,2278.13,23391.454375002035
REC009579,Chassis,Fremont,2023-10,168,8.9,8982.23,6781.69,3626.89,2220.44,20667.248458785874
REC009580,Paint,Austin,2024-07,169.5,5.3,2261.3,7268.86,2102.5,1346.96,12809.05024708648
REC009581,Assembly,Berlin,2024-07,172,3.4,10689.71,3573.77,1807.88,2348.29,17395.608111818372
REC009582,Battery,Berlin,2024-03,153.9,4.8,9569.64,6667.03,4504.35,1485.13,22450.135163971747
REC009583,Logistics,Fremont,2024-10,178.3,5,10647.53,3676.32,4810.09,2200.39,21350.61389284867
REC009584,Body,Austin,2024-05,158.6,9,9578.44,2299.13,3848.58,2116.25,15161.337914926678
REC009585,Battery,Shanghai,2023-07,148,4.6,13478.16,5329.88,2874.65,1899.31,22074.125617515365
REC009586,Assembly,Shanghai,2023-03,161.8,5.4,13704.78,6886.65,2333.56,1996.97,27519.243565040288
REC009587,Assembly,Berlin,2023-05,158.2,3.8,8086.88,4663.38,4777.97,1917.48,18231.166867252687
REC009588,Assembly,Fremont,2024-04,154.2,9.2,15533.52,6652.05,3196.43,2154.85,26600.64900730763
REC009589,Assembly,Berlin,2024-11,160.5,8.1,13962.81,3820.34,1875.24,2441.8,24144.81686213545
REC009590,Chassis,Fremont,2023-07,167.5,1.1,10584.3,5212.46,2595.8,630.58,23656.04204660885
REC009591,Body,Shanghai,2024-04,163.4,6.7,11579.21,6373.32,1441.71,1738.46,17311.830700441744
REC009592,Logistics,Berlin,2023-09,173.3,5.9,14812.42,5510.19,2880.15,1416.4,23782.80984364868
REC009593,Assembly,Berlin,2023-01,158.8,3.4,10616.31,4774.32,3528.69,2843.59,23684.71084886259
REC009594,Assembly,Fremont,2023-03,164.3,3,14196.94,4134.58,3516.65,2419.54,25716.488722127142
REC009595,Paint,Austin,2023-08,162.5,0.9,12864.11,4612.31,2166.68,1213.76,19128.905084217593
REC009596,Body,Fremont,2024-06,178.6,6.3,14478.01,6575.02,3331.85,3690.99,28633.012547277187
REC009597,Battery,Austin,2024-12,149.9,2.3,13725.85,4806.21,3690.77,1153.97,21791.583231747878
REC009598,Body,Shanghai,2024-12,154.3,5.6,10159.23,2488.89,2645.11,1506.39,15394.171711261004
REC009599,Body,Berlin,2024-06,180.8,2.8,12421.49,5391.08,3368.34,1933.32,19773.820024515404
REC009600,Logistics,Berlin,2024-12,157.8,2.6,14475.79,4976.84,2304.88,782.94,19609.807744517573
REC009601,Body,Fremont,2024-07,144.3,5.1,14203.05,5578.6,1892.17,2236.37,24136.496703276298
REC009602,Logistics,Fremont,2023-07,179.8,7.5,13945.8,4815.93,3890.91,1909.74,24875.5606
REC009603,Assembly,Shanghai,2024-08,150.3,3.5,11308.58,4842.61,2262.08,2106.56,17999.84937194806
REC009604,Assembly,Shanghai,2023-06,161,4.9,16359.89,6284.41,4348.16,1154.35,26455.389697050858
REC009605,Chassis,Austin,2023-11,170.8,5.2,13005.2,8399.49,3131.86,2255.06,27064.15379709988
REC009606,Logistics,Shanghai,2023-05,169,4.8,16969.85,4741.52,2909.74,2109.39,28416.72302052307
REC009607,Logistics,Shanghai,2023-12,151.2,5.6,8457.52,6485.08,3680.86,1464.18,23608.561203924775
REC009608,Battery,Shanghai,2023-01,183.9,5,11095.37,2964.2,2762.21,1261.47,19905.75218086142
REC009609,Paint,Shanghai,2024-07,165.3,1.5,11482.11,4888.8,2902.26,1764.83,24096.137155189896
REC009610,Body,Austin,2023-11,159.6,7.6,14489.59,4591.76,3481.91,1450,27378.69749573924
REC009611,Battery,Shanghai,2024-03,150,5.8,9646.78,3215.03,2269.53,1796.4,14551.929216376155
REC009612,Logistics,Austin,2024-04,164.8,4.6,9621.84,5757.2,4541.5,2817.98,24426.423228710766
REC009613,Battery,Fremont,2023-03,175,3,14868.94,6448.23,4183.7,1991.5,23678.460156136334
REC009614,Chassis,Berlin,2023-11,157.2,4.3,11546.32,5760.14,3681.16,2040.18,24770.879933538534
REC009615,Paint,Fremont,2023-11,142.5,6.7,13699.03,5151.38,1616.57,1497.81,21704.29522339047
REC009616,Logistics,Shanghai,2023-10,153,2.3,9509.16,4326.23,3910.21,3090.29,22531.91708166884
REC009617,Logistics,Berlin,2023-02,156.7,3.3,14096.38,7106.15,3789.88,1530.32,26435.569500874415
REC009618,Body,Shanghai,2024-08,144.8,4.8,14544.09,5601.99,2581.07,1618.09,26423.123373629183
REC009619,Paint,Shanghai,2023-05,165.2,1.8,15813.16,4361.6,3897.84,2331.25,26811.544210154374
REC009620,Chassis,Fremont,2024-11,167.3,3.1,8991.11,7778.55,3143.2,1259.63,23099.649960232575
REC009621,Assembly,Shanghai,2024-11,152.8,4.4,8411.01,1098.58,1426.09,2142.73,11512.958097769433
REC009622,Battery,Fremont,2023-08,168.4,0.1,11721.12,5075.33,2460.35,1560.24,19481.148720743266
REC009623,Body,Shanghai,2024-01,150.8,4.5,15641.37,5398.93,3885.99,3243.76,25016.945444292483
REC009624,Logistics,Austin,2024-03,146.7,2.4,9316.29,8186.95,3245.82,1355.01,21117.810040190805
REC009625,Assembly,Berlin,2023-02,149.5,7.4,8754.12,4710.67,1198.82,1633.85,16329.77336179133
REC009626,Chassis,Fremont,2023-12,151.7,3.9,10504.77,4132.39,3010.99,1662.03,19314.56859303416
REC009627,Paint,Fremont,2024-12,167.9,6.5,12556.2,5715.46,2729.25,2116.9,18595.72723570408
REC009628,Battery,Berlin,2023-08,165.6,5.8,12345.83,817.58,1515.96,2131.45,17139.32291053762
REC009629,Body,Fremont,2024-09,150.8,3.4,9336.71,2244.22,2550.61,1307.8,17264.26568008301
REC009630,Logistics,Berlin,2024-07,153.3,5.7,9802.45,2175.56,3742.94,1837.04,18304.029558190447
REC009631,Logistics,Austin,2024-11,177.7,8.4,11721.54,4754.56,1734.04,2138.83,17689.275217704326
REC009632,Assembly,Shanghai,2023-01,168.2,5.1,9761.51,5598.84,3208.03,2657.39,22380.993895497417
REC009633,Assembly,Austin,2023-08,145.9,4.3,8839.7,6889.59,2721.27,1497.58,21173.999103780443
REC009634,Battery,Shanghai,2023-10,173.3,5.8,13588.71,5707.59,4658.86,574.33,22394.969054952362
REC009635,Paint,Berlin,2024-01,182.6,6,10265.06,4464.39,3782.86,2125.63,21595.316495208033
REC009636,Chassis,Austin,2023-05,159.7,4.3,10502.37,4967.73,2197.34,1442.41,20662.74582666978
REC009637,Paint,Shanghai,2024-10,157,0,10961.83,5790.47,5086.25,2601.88,23765.15121202095
REC009638,Paint,Berlin,2023-09,155.7,3.2,12877.18,6012.08,1691.84,1203.57,20407.312011841925
REC009639,Paint,Shanghai,2023-10,156.9,2.4,12169.84,4341.25,3690.01,1441.19,24110.29933466976
REC009640,Battery,Fremont,2024-02,167.7,5,10326.62,6045.47,2593.99,2684.54,23820.804713099522
REC009641,Battery,Fremont,2024-12,153.7,7.4,11565.31,4739.97,4130.2,623.4,17144.03752151392
REC009642,Chassis,Berlin,2023-11,167.7,6,11364.17,3872.45,2366.6,1480.3,18453.93970012308
REC009643,Paint,Shanghai,2024-02,160,4,16362.01,4924.71,2684.33,2325.3,25436.108863388356
REC009644,Battery,Fremont,2023-03,154.1,5.5,11945.88,6604.97,3924.42,200,20915.040540417107
REC009645,Chassis,Austin,2024-09,163.6,5,9544.4,3588.02,2359.66,867.18,18108.57346583228
REC009646,Logistics,Shanghai,2024-04,157.8,6,7227.28,3850.22,2931.42,1820.37,16363.986047904911
REC009647,Chassis,Shanghai,2024-08,153.6,6.2,14839.21,5192.63,3731.52,1630.32,24843.991158381537
REC009648,Paint,Fremont,2024-05,159.7,7.6,11746.99,6549.59,2555.48,1279.36,21850.09434
REC009649,Body,Fremont,2023-05,159.8,4.7,12952.72,4116.25,1199.81,1616.16,20078.97427540997
REC009650,Paint,Berlin,2023-07,155.2,1.4,14339.35,6483.49,2453.34,2940.32,27236.379800849878
REC009651,Body,Shanghai,2024-05,151.8,2.3,9737.93,6427.59,2593.88,2712.19,20564.220255981385
REC009652,Chassis,Austin,2024-08,160.9,5,9667.57,5441.24,2262.23,1717.41,17930.731231910417
REC009653,Logistics,Fremont,2024-10,162.1,4.5,12178.12,6781.06,3596.7,1315.45,24949.740497704563
REC009654,Logistics,Shanghai,2023-11,164,6.4,18926.14,4215.51,1933.29,3623.56,28472.951112381274
REC009655,Battery,Fremont,2023-12,163.7,7.1,9843.35,7259.6,3695.28,2660.96,23021.516283031848
REC009656,Logistics,Berlin,2024-12,173.2,5.1,10430.32,7239.31,3609.55,3420.7,22275.401441721573
REC009657,Assembly,Shanghai,2023-02,149.1,2.5,14509.12,7149.22,2936.7,514.09,25546.429663899708
REC009658,Chassis,Shanghai,2024-07,175.9,6.1,13783.32,5967.94,4652.6,1177.13,25524.140813369384
REC009659,Battery,Berlin,2023-05,146.6,5.6,10502.16,3109.96,2161.23,1941.31,17462.935801902728
REC009660,Logistics,Austin,2023-11,172.5,6.3,7237.9,5990.52,2774.42,2071.59,15578.872930096042
REC009661,Chassis,Fremont,2024-11,165,3.6,11215.01,7129.55,1660.33,2281.83,25268.93118222364
REC009662,Paint,Berlin,2024-07,154.8,11,17445.13,1090.85,5233.66,1679.3,25912.865750561392
REC009663,Logistics,Shanghai,2023-07,135.8,1.5,10669.55,5707.43,3733.15,2506.61,23145.07341653674
REC009664,Body,Berlin,2024-09,145,5.2,14431.04,5614.63,2377.88,1683.05,27386.553264168542
REC009665,Chassis,Shanghai,2024-10,153.7,6.4,8688.21,4016.89,3554.08,2777.93,19218.514507985266
REC009666,Battery,Berlin,2023-06,164.5,6.7,14515.01,2128.68,4715.86,2370.32,23915.640710165197
REC009667,Paint,Austin,2023-11,154.7,5,14659.29,4322.37,3317.41,1093.22,24519.94865708271
REC009668,Assembly,Shanghai,2024-02,159.6,6.2,12087.91,5750.07,1642.43,1693.7,23608.669229631807
REC009669,Paint,Berlin,2023-04,155.6,6.8,15687.77,4066.87,3658.73,1867.29,22770.239405862176
REC009670,Logistics,Austin,2023-08,161.7,5.2,11673.21,7325.55,2160.85,1190.2,27666.73392972411
REC009671,Body,Austin,2023-09,146.2,5.5,17943.5,5042.35,3539.26,1356.72,27756.566019879756
REC009672,Paint,Fremont,2023-02,157.4,6.3,11643.16,5202.67,2262.52,1684.11,19052.75618279798
REC009673,Assembly,Shanghai,2023-11,165.3,5,10995,4599.17,3419.01,3065.62,20351.241337795083
REC009674,Battery,Fremont,2024-08,185.3,7.7,12991.08,4570.11,3035.83,2410.67,27910.35051473164
REC009675,Chassis,Austin,2024-10,168.4,7,8395.63,4628.83,1406.82,2201.51,14183.540114237518
REC009676,Body,Fremont,2023-07,158.1,4.4,12714.13,4956.99,2797.43,923.19,20419.35371009879
REC009677,Assembly,Fremont,2023-04,153.6,3.6,9543.88,4548.9,3276.17,2412.42,17414.783251377245
REC009678,Logistics,Berlin,2024-12,164.6,6.5,14912.69,4146.17,4166.8,1233.62,23134.7419
REC009679,Logistics,Fremont,2024-02,151.6,5.2,14663.11,6009.45,2040.76,2016.73,25222.795603903243
REC009680,Logistics,Austin,2024-12,161.4,3.8,9718.09,4825.29,3089.48,3343.81,20189.904671608736
REC009681,Body,Fremont,2023-01,163.2,4,10667.12,6437.76,3131.74,2876.78,23496.316452821342
REC009682,Paint,Shanghai,2024-12,158,6.3,14909.76,5150.59,1509.01,2726.02,28922.916008174958
REC009683,Body,Berlin,2023-12,169.7,4.1,17846.5,3805.94,5584.41,1441.73,29241.302903543998
REC009684,Logistics,Austin,2024-07,159.1,7.9,12033.32,3224.43,1977.09,1568.5,17470.106901513784
REC009685,Assembly,Fremont,2023-05,155.5,3,14494.67,4964.51,2607.42,2011.49,22878.21881094782
REC009686,Chassis,Shanghai,2023-08,154.9,4,14264.26,6564.43,3602.43,2088.76,28159.655660561184
REC009687,Chassis,Austin,2023-11,147.1,3.1,14285.85,7298.73,3554.09,2188.3,24105.33338919043
REC009688,Body,Fremont,2024-10,145.8,2.6,5105.56,7794.05,4919.82,1128.96,21463.426827833875
REC009689,Logistics,Berlin,2023-04,166,3.4,9273.22,6624.4,2432.9,2637.28,21604.86843
REC009690,Battery,Fremont,2024-03,174.8,4,16413.25,7654.77,3781.27,2382.8,31072.40060752672
REC009691,Body,Austin,2024-08,181.5,4.2,9649.91,3777.89,2605.37,2313.26,18068.271306017148
REC009692,Logistics,Austin,2023-12,171.2,0.7,11366.52,5673.44,3608.98,801.34,22702.713294957575
REC009693,Paint,Austin,2024-08,165.2,2.6,17912.14,3841.28,3294.2,1677.02,29291.08207130174
REC009694,Chassis,Shanghai,2024-10,163.1,5.4,10528.09,5698.5,1446.37,715.71,17288.211485428244
REC009695,Chassis,Fremont,2024-11,173.1,3.6,12412.49,6497.94,2469.69,1050.68,25137.33365157618
REC009696,Chassis,Fremont,2024-09,156.3,7.1,13264.83,4278.57,2170.38,1691.57,17127.92513
REC009697,Battery,Fremont,2023-10,178,4.5,15501.85,5599.03,3381.15,1285.23,23456.396402202765
REC009698,Logistics,Berlin,2024-12,159.6,6.2,13842.68,5138.21,3012.73,1391.83,20408.810945256006
REC009699,Logistics,Shanghai,2024-04,162.6,4.3,10456.38,5398.81,3839.68,1747.09,20263.191890145834
